palavra,frequencia_total,frequencia_documentos
qualificatório,4,4
calheiro,4,4
põem,4,4
pôster,4,3
q2,4,3
kaá,4,4
kazim,4,3
decente,4,4
kellner,4,2
descenso,4,3
intencional,4,4
tobago,4,4
quadrante,4,3
calderano,4,3
exfuncionário,4,4
exibem,4,4
exclamação,4,4
exchefe,4,4
entidader,4,4
exdeputar,4,3
excêntrico,4,4
excursão,4,4
exconselheiro,4,3
entendar,4,4
bills,4,2
toalha,4,4
tog,4,1
karen,4,4
kaepernickr,4,2
acarajér,4,3
acampamento,4,3
bild,4,3
xícar,4,3
alheio,4,4
excartola,4,2
aproximo,4,4
intercalar,4,3
interestadual,4,4
jura,4,4
justin,4,4
jácome,4,4
romance,4,4
romain,4,3
roma1960,4,4
queijeiro,4,3
1abr,4,2
quarks,4,1
caixar,4,4
questãor,4,4
questionário,4,3
rodolfo,4,4
rodear,4,4
rodoviário,4,2
juízo,4,3
academy,4,4
interest,4,4
desapontar,4,4
interlago,4,2
internação,4,4
internado,4,4
interrupção,4,4
tokyo,4,4
querar,4,4
yakiniku,4,1
quinze,4,4
ariel,4,3
tomei,4,4
juridicamente,4,4
julien,4,2
jungle,4,3
cachê,4,4
excampeão,4,3
820,4,3
questiono,4,4
caf,4,1
cadê,4,4
cadoria2gmailcom,4,2
cafés,4,3
caffè,4,4
quicar,4,4
entro,4,4
evidentemente,4,4
entremear,4,4
desagradar,4,3
interrogação,4,4
interrogar,4,4
intimidade,4,4
desafiador,4,4
translated,4,4
juegos,4,2
rabo,4,4
aeg,4,2
racional,4,4
racing,4,2
yossef,4,2
yu,4,4
199,4,4
bíblico,4,2
judiciário,4,4
juliana,4,1
137,4,4
135,4,4
133,4,3
zaichkowsky,4,1
zaga,4,2
envolto,4,4
euforio,4,4
evangélico,4,3
rito,4,3
rafinha,4,4
198,4,4
entrosamento,4,4
jucilei,4,3
3ª,4,4
3x0,4,2
apólice,4,2
transitar,4,4
1210,4,4
transparecer,4,4
intestino,4,4
button,4,2
estômago,4,4
ramsay,4,3
rangelr,4,4
yukô,4,4
risca,4,4
ralf,4,4
ramón,4,3
burrata,4,3
reabertura,4,4
raspar,4,4
rasgar,4,4
raridade,4,4
intrigante,4,4
joyner,4,1
joy,4,1
tornem,4,4
torneiar,4,3
butorac,4,1
bush,4,3
ricotar,4,4
bióloga,4,3
bizarra,4,3
rinaldi,4,2
argumentação,4,3
jornado,4,4
blanco,4,2
rebate,4,4
bulgário,4,4
burnquist,4,3
burguer,4,3
burga,4,3
read,4,4
reality,4,4
burburinho,4,4
zebra,4,4
zena,4,4
zeman,4,2
estudei,4,4
raço,4,4
estreiar,4,4
revoltar,4,4
recar,4,4
acachapante,4,4
desabrochar,4,2
desafiante,4,3
invencibilidader,4,4
desacelerar,4,4
estudamos,4,4
enérgico,4,4
enzima,4,4
epps,4,1
estrutur,4,4
estudálo,4,4
epice,4,4
ricketts,4,1
brusatte,4,2
brócolis,4,4
brócoli,4,4
brás,4,3
bryant,4,3
tranquilamente,4,4
transcorrer,4,3
recompor,4,4
estranhamente,4,4
reviravolta,4,4
reviver,4,4
bloody,4,4
buffet,4,4
buffar,4,4
recherche,4,4
alardear,4,3
brutalidade,4,4
reconstituição,4,2
brose,4,3
bruninho,4,2
arcor,4,3
jiperobô,4,4
invertebrar,4,4
inversão,4,3
inventor,4,4
inventivo,4,4
investida,4,4
estatura,4,4
era,4,4
esteban,4,2
estimativo,4,4
reclamaçãor,4,4
recémaberto,4,4
investigativo,4,4
jim,4,4
jihadista,4,2
jet,4,4
delfim,4,3
redação,4,3
zobrist,4,1
zlatinov,4,1
zono,4,3
zombar,4,4
alagoa,4,4
estagiário,4,3
brunch,4,2
recreação,4,4
reconhecir,4,4
revanche,4,3
bobagem,4,4
boato,4,3
refazer,4,4
reestruturação,4,3
redenção,4,3
reduzer,4,4
tortura,4,2
totalizar,4,4
jeans,4,4
jenson,4,2
jennings,4,2
jeitão,4,4
jargão,4,4
jardo,4,2
recrutamento,4,3
esquino,4,3
esquiador,4,3
esquentar,4,4
invisível,4,3
dera,4,4
touro,4,2
tournament,4,2
retenção,4,3
retribuir,4,4
brinquei,4,4
reequilíbrio,4,1
ernest,4,3
erlon,4,3
erika,4,4
erik,4,3
erick,4,4
1928,4,2
toxino,4,2
japan,4,2
jakobsen,4,1
jake,4,1
jairzinho,4,2
jamies,4,2
jambu,4,4
1924,4,4
zwetsch,4,1
alecsandro,4,4
ágil,4,4
875,4,3
reggiano,4,3
brig,4,4
esquadr,4,4
irregularmente,4,4
denúncio,4,3
remanso,4,4
espiritual,4,4
espionar,4,2
reitor,4,4
brasílio,4,4
brasiliense,4,3
related,4,2
afastamentar,4,3
reivindicação,4,2
escada,4,4
ervin,4,4
espécies,4,4
espumar,4,4
ervilha,4,4
jaca,4,1
delícia,4,4
delta,4,2
demência,4,2
izabel,4,3
1943,4,3
bolsonaro,4,2
remuneração,4,4
remunerar,4,4
rendo,4,4
bragança,4,2
respondido,4,4
ressentimento,4,4
ressarcimento,4,3
ressalvo,4,4
ressaco,4,3
residência,4,4
resolved,4,2
respeitável,4,4
boys,4,3
brandon,4,3
renomado,4,4
jaco,4,2
trama,4,3
trabalhem,4,4
bowie,4,2
resina,4,3
escalope,4,2
espermar,4,3
esperavase,4,4
escalado,4,4
espinha,4,4
escolhida,4,2
especialidades,4,4
8mar,4,2
especiario,4,3
escape,4,3
boulder,4,4
trabalhario,4,4
isabela,4,4
dentição,4,1
isco,4,4
dendê,4,3
repercutir,4,4
albino,4,3
escanear,4,4
esperançoso,4,4
residêncio,4,4
atá,4,4
épica,4,4
escolho,4,3
escravidão,4,1
bor,4,2
ósseo,4,4
bordão,4,4
borbély,4,1
borrachar,4,4
espalmar,4,3
esmeralda,4,1
espanto,4,4
bonus,4,2
boneco,4,2
reserved,4,4
representativo,4,4
constrói,4,3
minas,4,4
diretoraexecutivo,4,2
high,4,3
higgs,4,3
himself,4,4
him,4,3
hills,4,1
mir,4,4
minúscular,4,3
mis,4,3
constant,4,1
hidrotermal,4,2
higuaín,4,3
suicidar,4,3
au,4,4
albanese,3,1
índio,3,3
albuquerque,3,3
esculpir,3,3
escurecer,3,3
escuridão,3,3
escuros,3,3
escrita,3,3
escondia,3,3
escutei,3,3
escócer,3,3
escovar,3,3
escor,3,3
borge,3,2
rescinder,3,3
escritos,3,3
repulsivo,3,3
repuder,3,2
requisitar,3,3
bordeaux,3,3
1937,3,2
esmalte,3,2
eslovênio,3,1
escol,3,3
resfriamento,3,2
boni,3,3
reservatório,3,3
reproduz,3,3
born,3,3
irresponsabilidade,3,3
isabelle,3,2
demore,3,3
1250,3,3
131,3,3
araraquar,3,2
ive,3,3
isabelar,3,1
isa,3,3
irônico,3,3
dependar,3,3
iríamos,3,3
irving,3,2
isf,3,3
deng,3,1
denegrir,3,3
jad,3,1
jacobson,3,2
jamaico,3,3
jalapeño,3,2
iv,3,3
demolir,3,3
demêncio,3,2
demétrius,3,1
iziko,3,3
jackie,3,3
jacinto,3,1
trajetór,3,3
apêndice,3,2
apático,3,3
aquáticar,3,3
deper,3,3
iphone,3,3
trabalhadoro,3,2
arcondicionar,3,3
jaqueta,3,3
delicadamente,3,3
democracio,3,3
jaime,3,3
janaina,3,2
deliver,3,2
toxicidade,3,2
towards,3,2
ipad,3,2
ironia,3,3
irer,3,3
jabaquar,3,1
jaenisch,3,1
torrefador,3,2
touchdowns,3,3
jeff,3,3
deliberação,3,3
deliberar,3,3
delgar,3,2
jarda,3,2
jatinho,3,3
jeitinho,3,3
involve,3,2
involuntário,3,3
deriva,3,3
invictar,3,2
io,3,3
inóspito,3,3
ipirango,3,2
argolas,3,3
torontar,3,3
tornousar,3,3
tortilla,3,3
arcoíril,3,1
jinping,3,2
jobim,3,3
425,3,3
derrubálo,3,3
inverídico,3,3
inverter,3,3
investimo,3,2
deixála,3,3
jihadistas,3,2
joachim,3,2
degenerativo,3,3
derretir,3,2
joano,3,2
joanna,3,3
joana,3,3
degradação,3,3
402,3,3
401,3,2
jogamos,3,3
inveja,3,3
transcrito,3,1
transferêncio,3,3
transgressão,3,3
transgender,3,2
transfusão,3,2
transformálo,3,3
invasoro,3,3
torneiro,3,1
tornei,3,3
arepa,3,2
areo,3,3
acaber,3,3
defensivamente,3,2
johnnie,3,2
jonas,3,3
jon,3,3
acabo,3,3
torcia,3,3
intoxicar,3,1
intruso,3,3
desabilitar,3,2
desabafar,3,3
inusual,3,3
jule,3,2
defasagem,3,3
deepali,3,1
juliano,3,3
juli,3,1
tongo,3,2
jucá,3,3
1290,3,2
126,3,3
aguerrido,3,3
intrigar,3,3
defensa,3,3
josef,3,1
joviano,3,3
joviana,3,2
judeia,3,3
intermédio,3,3
armadilha,3,2
tomado,3,3
arimbá,3,1
arilson,3,1
tomeir,3,3
dedico,3,3
dedicarse,3,3
juniores,3,3
junino,3,3
junk,3,2
armadura,3,3
desastr,3,3
desacordo,3,3
desaparecir,3,3
desaparecimento,3,2
tratado,3,3
interceptar,3,3
jurassic,3,2
3h,3,3
decider,3,3
decolagem,3,3
júlia,3,3
jéssico,3,2
decadência,3,3
decadente,3,2
interinamente,3,3
desarme,3,2
desarmar,3,2
desapontamento,3,3
internauta,3,3
internacionalização,3,3
tofu,3,3
today,3,3
toloi,3,3
karg,3,1
karam,3,2
decisório,3,3
k,3,3
kanazawa,3,1
kanak,3,1
decatlo,3,3
acarajé,3,2
trapacear,3,3
transportado,3,3
aproveito,3,2
agropecuár,3,3
aguinaldo,3,1
inteirinho,3,3
kate,3,3
kathy,3,1
kebabs,3,3
ken,3,2
keith,3,3
kershaw,3,2
descansa,3,3
422,3,2
4312,3,1
desavença,3,3
desativar,3,3
interdição,3,1
apto,3,3
tobogã,3,2
toalho,3,3
kids,3,1
kipeixe,3,2
kinoshita,3,3
de esgaste,3,3
de ougle,3,3
arnica,3,1
deal,3,1
debêntur,3,1
khalifa,3,3
de isto,3,3
instruír,3,3
descarto,3,3
descarte,3,3
descarregar,3,3
insustentável,3,2
insuportável,3,3
davies,3,2
kouzina,3,2
kumar,3,3
dc,3,3
days,3,2
tma19,3,1
tocher,3,3
armaçãor,3,2
de ornelle,3,2
traseira,3,1
travessia,3,3
trauma,3,2
desconfiançar,3,3
insular,3,3
debatir,3,2
killings,3,1
daro,3,2
lack,3,3
lage,3,2
lajolo,3,3
daqqah,3,3
kyrie,3,2
kyle,3,3
labaki,3,1
ladeira,3,3
instalacione,3,2
instruir,3,2
instructed,3,3
descobertar,3,3
kornienko,3,2
kraft,3,2
kpop,3,2
insistente,3,3
lambelambe,3,1
danielle,3,2
lambuzar,3,2
lambic,3,1
lancaster,3,2
tiranossaurídeo,3,2
arnor,3,1
lagostim,3,3
lagosta,3,3
insignificante,3,3
absolver,3,2
desconstruir,3,3
inseticida,3,2
inspecionar,3,3
darren,3,3
lampejo,3,2
according,3,3
lanka,3,3
lançálo,3,3
lanço,3,3
lanterno,3,2
dallah,3,3
4400,3,3
aprisionar,3,3
travis,3,2
trem,3,3
treiner,3,3
treinei,3,3
aprimoramento,3,3
apreço,3,3
440,3,3
laudo,3,3
lavagem,3,3
tipicidade,3,1
arqueiro,3,3
larson,3,1
dallagiovanna,3,1
larisso,3,2
dahshur,3,2
dahouse,3,1
larvo,3,2
descuir,3,3
descrevêlo,3,3
insano,3,3
inquieto,3,3
descongelar,3,2
descredenciamento,3,1
cúmplice,3,2
ldu,3,3
leave,3,3
led,3,3
tingir,3,3
tinelli,3,1
arranhar,3,3
lawrence,3,3
leaguar,3,3
leading,3,3
innings,3,3
injustiço,3,3
desdentar,3,3
inorgânico,3,3
daley,3,2
latim,3,3
tibiriçá,3,1
arregaçar,3,3
arredondar,3,3
legítima,3,3
leivinha,3,3
legia,3,1
legalmente,3,3
legalidade,3,2
legitimar,3,3
legislatura,3,3
trengrousir,3,3
aprendiz,3,3
inicie,3,3
inibir,3,3
386,3,3
cúpulo,3,3
then,3,3
thing,3,3
thrillar,3,2
threat,3,2
lembrese,3,3
lembrado,3,3
lendário,3,3
cygnss,3,1
inglaterro,3,3
ingênuo,3,3
ingrid,3,3
ingrato,3,2
inicio,3,3
desembargador,3,2
desejável,3,2
139,3,2
levarer,3,3
custear,3,3
leviano,3,3
level,3,3
lente,3,3
leonard,3,3
leque,3,3
customizar,3,3
letter,3,3
leticiar,3,3
apreensivo,3,3
apreendir,3,3
apreciação,3,3
apreciado,3,3
tribute,3,2
desencontro,3,3
liberatti,3,1
curricular,3,2
liberal,3,3
artrópode,3,2
testosteronar,3,2
texas,3,3
tevê,3,2
arrogância,3,3
leveduro,3,1
desenterrar,3,3
inflamar,3,3
influir,3,3
460,3,3
457,3,3
informante,3,3
triedr,3,1
teófilo,3,1
arruinar,3,3
arrudar,3,2
arruaça,3,1
arrozvermelho,3,1
library,3,3
libertadores2012,3,3
lider,3,3
lide,3,3
inevitavelmente,3,3
deserção,3,2
desfiado,3,3
infectar,3,3
infestar,3,3
levino,3,1
375,3,3
tesoura,3,3
liguar,3,3
lidero,3,3
ligamento,3,3
ligam,3,3
cumpr,3,3
cuperman,3,1
indústrio,3,3
inesquecível,3,3
desferir,3,3
inesperadamente,3,3
inerente,3,2
inegável,3,3
inegavelmente,3,3
inexplorar,3,3
inexperiente,3,3
terminal,3,3
lions,3,2
linkr,3,3
terrorist,3,1
terrorismr,3,2
agridoce,3,3
cultivador,3,3
cumprimos,3,3
lim,3,3
limpas,3,3
culpada,3,3
trilho,3,3
trifolau,3,1
cupcakes,3,2
terry,3,3
testamento,3,3
tentará,3,3
lisa,3,3
liquidação,3,3
cuenta,3,1
literal,3,3
listrar,3,3
listado,3,3
aceler,3,2
tripé,3,3
aposento,3,3
desjejum,3,3
indispensável,3,2
indisciplina,3,3
desgastir,3,2
desfilar,3,3
ascender,3,3
tentáculo,3,3
tentação,3,3
tequila,3,2
arts,3,3
livinsgton,3,1
lives,3,3
livermore,3,3
lloyd,3,3
desista,3,3
desintoxicante,3,3
deslumbrante,3,3
designar,3,3
desleal,3,3
liscar,3,2
litorâneo,3,3
csa,3,3
incômodo,3,3
incólumir,3,3
logicamente,3,3
locomoção,3,3
lomo,3,2
crueldade,3,3
croácia,3,3
londres1948,3,3
465,3,3
desliz,3,3
463,3,2
indeterminar,3,3
inder,3,2
indicativo,3,3
indicado,3,3
tenra,3,3
lotação,3,1
cronometragem,3,3
cronologir,3,3
cronologer,3,3
temporadas,3,3
tempurá,3,3
london,3,3
lorde,3,3
35000,3,3
incorporação,3,3
triângulo,3,3
trocálo,3,3
trocca,3,1
trocamos,3,2
trocado,3,2
incorporadora,3,3
lucrar,3,3
luciar,3,3
cronômetro,3,3
loyola,3,1
lucho,3,1
croata,3,3
lourenço,3,3
louisiano,3,3
loucuro,3,3
cronicamente,3,3
incomumente,3,3
incorporado,3,3
incontrolável,3,3
inconsistente,3,3
loretta,3,3
crosscountry,3,2
cristão,3,2
cristino,3,3
lumosity,3,1
lum,3,3
lulo,3,3
cristalina,3,3
assessoria,3,3
inclinação,3,3
incisão,3,3
desonestidade,3,3
incompreensão,3,3
incomparável,3,3
incomodado,3,3
temo,3,3
144,3,2
assediar,3,3
teddy,3,3
348,3,3
criouse,3,3
criolla,3,1
television,3,2
assentar,3,3
assembleiar,3,2
crispy,3,2
lusaka,3,1
lusail,3,2
tropeiro,3,2
tropa,3,3
trombar,3,3
ai,3,3
inchaço,3,3
incessante,3,3
impunha,3,3
teixo,3,1
líbero,3,3
ma,3,2
m2,3,1
cresça,3,3
crescia,3,3
1474,3,3
teahupoo,3,2
tcm,3,2
inapropriar,3,3
despoluir,3,1
incansável,3,3
despedida,3,3
criem,3,3
teimoso,3,2
machista,3,2
maconho,3,2
madrir,3,3
agregado,3,3
assisr,3,3
assino,3,3
maceió,3,3
maccabi,3,1
maciça,3,3
maciez,3,3
macia,3,3
machuquei,3,3
machucado,3,3
imprime,3,3
imputação,3,3
imputar,3,2
creamt,3,1
tce,3,2
taço,3,3
assumi,3,3
maestro,3,3
madura,3,3
magnetosfer,3,1
magnetito,3,1
credenciar,3,3
ahmedabadr,3,1
ahmed,3,3
trâmite,3,3
tríplice,3,3
apf,3,2
aplique,3,3
imprevisto,3,3
importo,3,3
crb,3,3
mahmoud,3,3
mahalo,3,2
acessório,3,3
cpf,3,2
tar,3,2
abrangentes,3,3
480,3,3
importador,3,3
desrespeitar,3,3
desqualificar,3,3
imposta,3,2
tatiano,3,2
taxar,3,3
assolar,3,3
malásia,3,2
malária,3,2
achatz,3,2
maker,3,1
maldição,3,2
maldade,3,3
tasca,3,2
tartu,3,1
tartar,3,3
make,3,3
impeçar,3,3
destaqar,3,3
destacase,3,3
implorar,3,3
implicado,3,2
implementado,3,3
destro,3,3
tapar,3,2
tarso,3,2
astor,3,2
cotovelar,3,2
mangueira,3,3
mancini,3,2
coupe,3,2
mandaram,3,3
coube,3,3
tsuyoshi,3,3
tsunami,3,3
impactante,3,3
imperatriz,3,3
malestar,3,3
malpassar,3,3
manobro,3,3
cotisto,3,2
mantemo,3,2
mantida,3,3
tambora,3,1
tambor,3,3
tamarir,3,3
astrophysical,3,3
manipulado,3,3
destilado,3,3
desvalorizar,3,3
imensidão,3,3
imediação,3,3
imoral,3,3
imobilizar,3,3
dessegregação,3,1
tumultuar,3,3
talhar,3,3
tamari,3,2
tamale,3,1
atadura,3,2
ata,3,3
maquiar,3,3
mapeamento,3,3
apatia,3,2
tupi,3,2
image,3,2
imbatível,3,3
imatura,3,2
costura,3,3
costumir,3,3
mantêlo,3,3
maravilhar,3,3
corriqueiro,3,3
corrimão,3,3
tahine,3,3
cortiço,3,2
corter,3,3
cosmonauto,3,3
cosmonauta,3,2
corruptar,3,2
detalhamento,3,3
4h,3,3
49er,3,3
4990,3,3
iludir,3,3
imaginamos,3,3
desvincular,3,3
tablets,3,2
taittinger,3,1
taiti,3,3
takasr,3,1
atalar,3,3
marcio,3,3
maremonti,3,1
325,3,3
ilhabela,3,1
ilano,3,2
il,3,3
ilustre,3,3
detector,3,2
marcado,3,3
maravilhosamente,3,3
maravilhas,3,3
síntese,3,3
símio,3,1
taboão,3,2
marquem,3,3
tacar,3,1
atendente,3,3
atencioso,3,3
aterro,3,2
market,3,2
corredora,3,2
turn,3,3
turim,3,3
devedor,3,2
324,3,3
corredeira,3,1
correta,3,3
massagista,3,2
mastercard,3,3
massimiliano,3,3
match,3,3
coreógrafa,3,2
martínr,3,3
martín,3,3
coro,3,3
corneteiro,3,2
marín,3,2
devida,3,2
idolatrio,3,3
ifsc,3,3
ifab,3,2
cormor,3,1
corporation,3,2
ativismo,3,3
syrian,3,3
sérvia,3,3
agradeço,3,3
sóbrio,3,3
corear,3,2
coreana,3,3
mastigar,3,2
mate,3,3
matinal,3,3
apaixonados,3,3
idir,3,3
idh,3,3
ideológico,3,3
massatar,3,2
acidentalmente,3,3
devorar,3,3
sáez,3,1
sábio,3,2
agraciar,3,3
ativação,3,3
maximus,3,2
maximizar,3,2
ibirapuera,3,3
ibamar,3,2
ibaf,3,3
iceberg,3,3
idades,3,2
iconic,3,2
matilho,3,1
matsu,3,3
coralino,3,1
tvfolha,3,3
tática,3,3
atingido,3,3
copa2018,3,3
mccaffrey,3,1
mcb,3,1
mc,3,2
maçãverde,3,3
maçãs,3,3
mcdonald,3,2
cooper,3,2
tédio,3,3
apac,3,2
aonde,3,3
dezenos,3,3
hípico,3,2
tímido,3,3
têla,3,3
tévez,3,2
tétano,3,1
hungr,3,3
humilhação,3,3
humilhar,3,3
hydrae,3,1
huyton,3,1
dialeto,3,2
hélène,3,1
hábil,3,3
hyundai,3,2
hypólito,3,3
abrasileirar,3,1
tw,3,1
anônimo,3,3
acirrar,3,3
megalepis,3,1
medíocre,3,3
meiabocar,3,3
agoniar,3,3
mcilroy,3,2
mear,3,3
acinzentar,3,3
medal,3,2
mecanismos,3,3
mec,3,3
meating,3,1
medals,3,3
convulsão,3,2
anômalo,3,2
hospitality,3,2
hsa,3,1
hpv,3,2
however,3,3
hud,3,1
sustento,3,3
atracar,3,3
atos,3,2
atormentar,3,3
318,3,2
convicto,3,3
atmosferar,3,2
didático,3,3
hugor,3,3
diamantinasaurus,3,1
huerta,3,2
convidei,3,3
meléndez,3,1
melvo,3,1
memorar,3,1
mendozar,3,3
suspensos,3,3
suspenser,3,3
suspense,3,3
convivi,3,3
meiodia,3,3
melbourne1956,3,2
melatonino,3,1
diferencia,3,3
dieto,3,2
dietar,3,2
diegar,3,3
surja,3,3
suscitar,3,3
susano,3,1
menez,3,2
controladoriageral,3,3
conveniente,3,3
meninos,3,3
convergir,3,3
hortência,3,2
anuência,3,3
ucr,3,3
hot,3,3
hostilidade,3,3
hostil,3,3
melhoramo,3,2
converso,3,3
ultrassom,3,1
11fev,3,3
contíguo,3,3
menor,3,3
menopausa,3,1
contrastar,3,3
control,3,2
contribuem,3,3
4ªaté,3,1
difusão,3,3
difundir,3,3
digão,3,2
difficult,3,2
diferir,3,3
digestivo,3,3
horóscopo,3,2
horizontalmente,3,3
dignidader,3,3
dignidade,3,3
sur,3,3
supõem,3,3
surgem,3,3
mensalmente,3,3
mensalidade,3,3
mer,3,3
menzen,3,1
contratei,3,2
uh,3,2
ultraortodoxo,3,1
ultimamente,3,3
umami,3,1
ultraviolet,3,3
supervisor,3,2
superterra,3,2
atrocidade,3,3
atrito,3,3
menuexecutivo,3,3
mentiro,3,2
mercê,3,3
mercier,3,2
mercadotecnia,3,1
mercadorio,3,3
merecimento,3,3
mereciar,3,3
contrassombreamento,3,1
horripilante,3,3
hormônios,3,3
hormonal,3,3
contragolpes,3,3
contrafilér,3,3
310,3,2
mesatenista,3,2
merwe,3,1
message,3,1
mesquitar,3,2
din,3,2
diminuto,3,3
dining,3,3
honma,3,1
dilatar,3,3
dinamarcar,3,3
contraposição,3,3
suplementar,3,3
superávit,3,2
supercomputador,3,1
superioridade,3,3
att,3,1
mexir,3,3
acolá,3,3
acolhir,3,3
metroviário,3,1
metropolitan,3,2
contigo,3,2
dinamite,3,2
dippy,3,1
hondurenho,3,2
continuamos,3,3
continuarr,3,3
merhi,3,2
mergulhador,3,3
microscópico,3,2
309,3,3
mientro,3,1
conterrâneo,3,3
continua,3,3
michelsohn,3,1
microorganismos,3,3
microorganismo,3,3
microgravidade,3,3
ants,3,1
119,3,3
unfair,3,2
holandesa,3,3
superavit,3,2
superfaturamento,3,1
supercopa,3,3
sue,3,3
consultivo,3,3
acompanhálo,3,2
acompanhála,3,3
mililitro,3,3
milhoverde,3,3
milenar,3,2
militarização,3,2
hir,3,2
hipocrisia,3,3
historia,3,1
hoffmann,3,3
audível,3,3
atuante,3,3
microcephaly,3,3
microcefalio,3,3
diretriz,3,3
discorda,3,3
hideko,3,1
diretorpresidente,3,1
sugerido,3,2
mini,3,3
mineração,3,2
minicopa,3,1
diretorer,3,3
diretar,3,3
hilbert,3,2
hirotoshi,3,2
constituição,3,3
consternação,3,3
consulado,3,3
aglo,3,1
sueli,3,3
agem,3,3
miojo,3,3
mirante,3,1
mischi,3,1
30684444,3,3
conspirar,3,3
miniom,3,1
minor,3,2
consolidação,3,3
aulas,3,3
sud,3,2
sufocar,3,3
hiar,3,2
hexacampeonato,3,3
dirigia,3,3
austero,3,2
mitad,3,1
conservante,3,2
mitótico,3,1
mitre,3,2
consequênciar,3,3
sudoestir,3,3
sudoestar,3,3
auditivo,3,3
mistake,3,2
misoginia,3,1
universidader,3,3
univali,3,1
untuoso,3,3
hetero,3,2
heston,3,3
discreta,3,3
antropoidir,3,1
augustinho,3,3
aus,3,3
auro,3,3
mofarrej,3,2
conseguiríamos,3,3
moema,3,3
urinário,3,2
hernani,3,3
hervé,3,2
hertz,3,3
heterossexual,3,1
considerarr,3,3
mo,3,3
modestir,3,3
conquistamos,3,3
conquistada,3,3
monitor,3,3
mohammed,3,3
molengo,3,3
molenga,3,3
consegui,3,3
molina,3,2
molhadinho,3,3
heloisa,3,2
disparo,3,3
disneylânder,3,3
disney,3,3
hemácia,3,3
hemoglobino,3,2
henry,3,3
months,3,3
montgomery,3,2
monterrey,3,1
moqueco,3,3
substituír,3,1
mongólia,3,3
mongol,3,2
montamos,3,3
monsanto,3,2
hay,3,2
heiberg,3,1
hectolitro,3,2
held,3,3
heinekenr,3,3
conquisto,3,3
monde,3,2
hashi,3,3
harry,3,3
havelangir,3,3
hawit,3,2
conglomerar,3,3
morata,3,1
sublinhar,3,3
austera,3,3
subordinar,3,2
moradora,3,3
havir,3,2
haven,3,2
aconteceriar,3,3
montellar,3,1
montecarlo,3,1
montonero,3,1
confia,3,3
conflituoso,3,2
motivacional,3,3
mote,3,3
mougim,3,3
suavemente,3,2
subdesenvolvir,3,3
subi,3,3
submete,3,3
moss,3,2
mosquetar,3,3
moser,3,2
moscovite,3,2
mostrase,3,3
dispute,3,3
disputarar,3,3
dissociar,3,3
configurar,3,3
moço,3,3
movir,3,3
movimenta,3,2
mp,3,2
confianço,3,3
disquete,3,1
halifax,3,1
hamster,3,1
hamman,3,3
hambúrguere,3,3
harder,3,3
streaming,3,3
style,3,3
mourar,3,3
hadfield,3,1
dissolver,3,3
dissolução,3,3
antihorário,3,3
autuar,3,2
stevem,3,2
stout,3,3
story,3,3
stop,3,3
strongr,3,3
autorizei,3,3
mudaria,3,3
muccio,3,1
usualmente,3,3
utilizado,3,3
utilidade,3,3
anotação,3,2
distorção,3,3
gwyn,3,1
h1,3,1
mudousir,3,3
2m07,3,1
confederaçãor,3,3
confeccionar,3,3
muriel,3,1
mureta,3,3
aghbar,3,1
startupr,3,3
gênica,3,3
distintivo,3,3
dissuadir,3,3
habituar,3,2
distribuidor,3,3
avanti,3,3
sri,3,3
starrs,3,1
must,3,2
muso,3,2
stephanie,3,3
stephan,3,3
stone,3,2
murcha,3,3
muralha,3,3
murro,3,3
utilizou,3,3
vaca,3,3
uvo,3,3
vadão,3,2
spink,3,1
agendamento,3,3
márgelo,3,1
márcio,3,3
conduzido,3,3
mvp,3,2
muy,3,1
mutante,3,1
málaga,3,2
guioza,3,3
guoan,3,2
gunnell,3,1
guys,3,2
520,3,3
518,3,2
distrofia,3,2
antecedente,3,3
vaidoso,3,3
condensar,3,3
condensado,3,3
médici,3,1
mítico,3,3
mística,3,3
míssil,3,2
mônico,3,3
valduga,3,2
ansiosamente,3,3
anseio,3,3
dividenr,3,3
distrofino,3,1
special,3,3
speak,3,2
concessãor,3,3
nader,3,3
nagoya,3,3
souq,3,2
avelãs,3,3
avc,3,1
concluída,3,3
nación,3,2
diverte,3,3
abdominal,3,3
able,3,3
guardião,3,3
gugar,3,2
guerrilheiro,3,3
guerrear,3,1
guillermo,3,3
soropositivo,3,1
sorar,3,3
sorteado,3,1
concentraçãor,3,3
concentra,3,3
nalbert,3,2
napa,3,1
nanômetro,3,2
vallée,3,1
valio,3,3
divino,3,3
guardachuva,3,3
conciliação,3,3
concilia,3,3
conchar,3,3
concha,3,1
conacri,3,1
2950,3,3
nazaré,3,1
nasci,3,3
natel,3,2
nau,3,1
computação,3,3
computar,3,3
avocar,3,3
gruta,3,3
gsi,3,1
grávida,3,3
guandu,3,2
divisor,3,3
valet,3,3
vales,3,2
grill,3,3
grigori,3,2
naves,3,3
neder,3,1
